Operation,n,mean,std,median,p5,p95,p99,ci95_lo,ci95_hi
key_generation,10,2.262839989271015,0.3091373908658625,2.178599970648065,2.04682998592034,2.7885649964446193,3.0298730108188465,2.071234649319675,2.454445329222355
hb_sign,10,2183.556260005571,17.015582724184753,2183.6626500007696,2159.542100020917,2205.9226550190942,2208.5744510317454,2173.0098925693774,2194.1026274417645
rfc_sign,100,2.547262000152841,0.1993486704859556,2.444299985654652,2.4007850035559386,2.986604970647022,3.1445650011301054,2.5081896607375938,2.5863343395680887
verification,100,4.82962699898053,0.30048084510806133,4.746199992951006,4.574709970620461,5.328859994187951,5.494481000932872,4.77073275333935,4.8885212446217094
